ACLY,ATP-citrate synthase
ACMSD,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase
ACO1,Cytoplasmic aconitate hydratase
ACO2,"Aconitate hydratase, mitochondrial"
ACOD1,Cis-aconitate decarboxylase
ACOT1,Acyl-coenzyme A thioesterase 1
ACOT11,Acyl-coenzyme A thioesterase 11
ACOT12,Acetyl-coenzyme A thioesterase
ACOT13,Acyl-coenzyme A thioesterase 13
ACOT2,"Acyl-coenzyme A thioesterase 2, mitochondrial"
ACOT4,Peroxisomal succinyl-coenzyme A thioesterase
ACOT6,Acyl-coenzyme A thioesterase 6
ACOT7,Cytosolic acyl coenzyme A thioester hydrolase
ACOT8,Acyl-coenzyme A thioesterase 8
ACOX1,Peroxisomal acyl-coenzyme A oxidase 1
ACOX2,Peroxisomal acyl-coenzyme A oxidase 2
ACOX3,Peroxisomal acyl-coenzyme A oxidase 3
ACP1,Low molecular weight phosphotyrosine protein phosphatase
ACP2,Lysosomal acid phosphatase
ACP3,Prostatic acid phosphatase
ACP4,Testicular acid phosphatase
ACP5,Tartrate-resistant acid phosphatase type 5
ACP6,Lysophosphatidic acid phosphatase type 6
ACR,Acrosin
ACSBG1,Long-chain-fatty-acid--CoA ligase ACSBG1
ACSBG2,Long-chain-fatty-acid--CoA ligase ACSBG2
ACSF2,"Medium-chain acyl-CoA ligase ACSF2, mitochondrial"
ACSF3,"Malonate--CoA ligase ACSF3, mitochondrial"
ACSL1,Long-chain-fatty-acid--CoA ligase 1
ACSL3,Fatty acid CoA ligase Acsl3
ACSL4,Long-chain-fatty-acid--CoA ligase 4
ACSL5,Long-chain-fatty-acid--CoA ligase 5
ACSL6,Long-chain-fatty-acid--CoA ligase 6
ACSM1,"Acyl-coenzyme A synthetase ACSM1, mitochondrial"
ACSM2A,"Acyl-coenzyme A synthetase ACSM2A, mitochondrial"
ACSM2B,"Acyl-coenzyme A synthetase ACSM2B, mitochondrial"
ACSM3,"Acyl-coenzyme A synthetase ACSM3, mitochondrial"
ACSS1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial"
ACSS2,"Acetyl-coenzyme A synthetase, cytoplasmic"
ACSS3,"Acyl-CoA synthetase short-chain family member 3, mitochondrial"
ACTA1,"Actin, alpha skeletal muscle"
ACTA2,"Actin, aortic smooth muscle"
ACTB,"Actin, cytoplasmic 1"
ACTC1,"Actin, alpha cardiac muscle 1"
ACTG1,"Actin, cytoplasmic 2"
ACTL6A,Actin-like protein 6A
ACTL6B,Actin-like protein 6B
ACTL7A,Actin-like protein 7A
ACTL9,Actin-like protein 9
ACTMAP,Actin maturation protease
ACTN1,Alpha-actinin-1
ACTN2,Alpha-actinin-2
ACTN4,Alpha-actinin-4
ACTR1A,Alpha-centractin
ACTR1B,Beta-centractin
ACTR2,Actin-related protein 2
ACTR3,Actin-related protein 3
ACTR5,Actin-related protein 5
ACTR6,Actin-related protein 6
ACTR8,Actin-related protein 8
ACTRT1,Actin-related protein T1
ACVR1,Activin receptor type-1
ACVR1B,Activin receptor type-1B
ACVR1C,Activin receptor type-1C
ACVR2A,Activin receptor type-2A
ACVR2B,Activin receptor type-2B
ACVRL1,Serine/threonine-protein kinase receptor R3
ACY1,Aminoacylase-1
ADA,Adenosine deaminase
ADA2,Adenosine deaminase 2
ADAM10,Disintegrin and metalloproteinase domain-containing protein 10
ADAM12,Disintegrin and metalloproteinase domain-containing protein 12
ADAM15,Disintegrin and metalloproteinase domain-containing protein 15
ADAM17,Disintegrin and metalloproteinase domain-containing protein 17
ADAM19,Disintegrin and metalloproteinase domain-containing protein 19
ADAM22,Disintegrin and metalloproteinase domain-containing protein 22
ADAM28,Disintegrin and metalloproteinase domain-containing protein 28
ADAM8,Disintegrin and metalloproteinase domain-containing protein 8
ADAM9,Disintegrin and metalloproteinase domain-containing protein 9
ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1
ADAMTS10,A disintegrin and metalloproteinase with thrombospondin motifs 10
ADAMTS12,A disintegrin and metalloproteinase with thrombospondin motifs 12
ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13
ADAMTS18,A disintegrin and metalloproteinase with thrombospondin motifs 18
ADAMTS3,A disintegrin and metalloproteinase with thrombospondin motifs 3
ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4
ADAMTS5,A disintegrin and metalloproteinase with thrombospondin motifs 5
ADAMTS7,A disintegrin and metalloproteinase with thrombospondin motifs 7
ADAMTS9,A disintegrin and metalloproteinase with thrombospondin motifs 9
ADAMTSL3,ADAMTS-like protein 3
ADAMTSL4,ADAMTS-like protein 4
ADAMTSL5,ADAMTS-like protein 5
ADAP1,Arf-GAP with dual PH domain-containing protein 1
ADAP2,Arf-GAP with dual PH domain-containing protein 2
ADAR,Double-stranded RNA-specific adenosine deaminase
ADARB1,Double-stranded RNA-specific editase 1
ADCY1,Adenylate cyclase type 1
ADCY10,Adenylate cyclase type 10
ADCY2,Adenylate cyclase type 2
ADCY3,Adenylate cyclase type 3
ADCY4,Adenylate cyclase type 4
ADCY5,Adenylate cyclase type 5
ADCY6,Adenylate cyclase type 6
ADCY7,Adenylate cyclase type 7
ADCY9,Adenylate cyclase type 9
ADCYAP1,Pituitary adenylate cyclase-activating polypeptide
ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor
ADD1,Alpha-adducin
ADD2,Beta-adducin
ADD3,Gamma-adducin
ADGRA2,Adhesion G protein-coupled receptor A2
ADGRB1,Adhesion G protein-coupled receptor B1
ADGRB2,Adhesion G protein-coupled receptor B2
ADGRB3,Adhesion G protein-coupled receptor B3
ADGRD1,Adhesion G-protein coupled receptor D1
ADGRE2,Adhesion G protein-coupled receptor E2
ADGRF5,Adhesion G protein-coupled receptor F5
ADGRG1,Adhesion G-protein coupled receptor G1
ADGRG2,Adhesion G-protein coupled receptor G2
ADGRG3,Adhesion G protein-coupled receptor G3
ADGRG6,Adhesion G-protein coupled receptor G6
ADGRL3,Adhesion G protein-coupled receptor L3
ADGRV1,Adhesion G-protein coupled receptor V1
ADH1A,Alcohol dehydrogenase 1A
ADH1B,All-trans-retinol dehydrogenase [NAD(+)] ADH1B
ADH1C,Alcohol dehydrogenase 1C
ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4
ADH5,Alcohol dehydrogenase class-3
ADH6,Alcohol dehydrogenase 6
ADH7,All-trans-retinol dehydrogenase [NAD(+)] ADH7
ADHFE1,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial"
ADI1,Acireductone dioxygenase
ADIPOQ,Adiponectin
ADIPOR1,Adiponectin receptor protein 1
ADIPOR2,Adiponectin receptor protein 2
ADIRF,Adipogenesis regulatory factor
ADISSP,Adipose-secreted signaling protein
ADK,Adenosine kinase
ADM,Pro-adrenomedullin
ADM2,Protein ADM2
ADNP,Activity-dependent neuroprotector homeobox protein
ADO,2-aminoethanethiol dioxygenase
ADORA1,Adenosine receptor A1
ADORA2A,Adenosine receptor A2a
ADPGK,ADP-dependent glucokinase
ADPRH,ADP-ribosylhydrolase ARH1
ADPRS,ADP-ribosylhydrolase ARH3
ADRA1A,Alpha-1A adrenergic receptor
ADRA1B,Alpha-1B adrenergic receptor
ADRA2A,Alpha-2A adrenergic receptor
ADRA2B,Alpha-2B adrenergic receptor
ADRA2C,Alpha-2C adrenergic receptor
ADRB1,Beta-1 adrenergic receptor
ADRB2,Beta-2 adrenergic receptor
ADRB3,Beta-3 adrenergic receptor
ADRM1,Proteasomal ubiquitin receptor ADRM1
ADSL,Adenylosuccinate lyase
ADSS1,Adenylosuccinate synthetase isozyme 1
ADSS2,Adenylosuccinate synthetase isozyme 2
ADTRP,Androgen-dependent TFPI-regulating protein
AEBP1,Adipocyte enhancer-binding protein 1
AEBP2,Zinc finger protein AEBP2
AEN,Apoptosis-enhancing nuclease
AFAP1,Actin filament-associated protein 1
AFAP1L2,Actin filament-associated protein 1-like 2
AFDN,Afadin
AFF1,AF4/FMR2 family member 1
AFF2,AF4/FMR2 family member 2
AFF3,AF4/FMR2 family member 3
AFF4,AF4/FMR2 family member 4
AFG1L,AFG1-like ATPase
AFG2A,ATPase family gene 2 protein homolog A
AFG2B,ATPase family gene 2 protein homolog B
AFG3L2,AFG3-like protein 2
AFM,Afamin
AFTPH,Aftiphilin
AGA,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase
AGAP1,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1"
AGAP2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2"
AGBL2,Cytosolic carboxypeptidase 2
AGBL3,Cytosolic carboxypeptidase 3
AGBL4,Cytosolic carboxypeptidase 6
AGBL5,Cytosolic carboxypeptidase-like protein 5
AGER,Advanced glycosylation end product-specific receptor
AGFG1,Arf-GAP domain and FG repeat-containing protein 1
AGGF1,Angiogenic factor with G patch and FHA domains 1
AGK,"Acylglycerol kinase, mitochondrial"
AGL,Glycogen debranching enzyme
AGMAT,"Guanidino acid hydrolase, mitochondrial"
AGMO,Alkylglycerol monooxygenase
AGO1,Protein argonaute-1
AGO2,Protein argonaute-2
AGO3,Protein argonaute-3
AGO4,Protein argonaute-4
AGPAT1,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha
AGPAT2,1-acyl-sn-glycerol-3-phosphate acyltransferase beta
AGPAT3,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma
AGPAT5,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon
AGPS,"Alkyldihydroxyacetonephosphate synthase, peroxisomal"
AGR2,Anterior gradient protein 2 homolog
AGR3,Anterior gradient protein 3
AGRN,Agrin
AGRP,Agouti-related protein
AGT,Angiotensinogen
AGTPBP1,Cytosolic carboxypeptidase 1
AGTR1,Type-1 angiotensin II receptor
AGTR2,Type-2 angiotensin II receptor
AGTRAP,Type-1 angiotensin II receptor-associated protein
AGXT,Alanine--glyoxylate aminotransferase
AGXT2,"Alanine--glyoxylate aminotransferase 2, mitochondrial"
AHCTF1,Protein ELYS
AHCY,Adenosylhomocysteinase
AHCYL1,S-adenosylhomocysteine hydrolase-like protein 1
AHDC1,Transcription factor Gibbin
AHI1,Jouberin
AHNAK,Neuroblast differentiation-associated protein AHNAK
AHNAK2,Protein AHNAK2
AHR,Aryl hydrocarbon receptor
AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1
AHSG,Alpha-2-HS-glycoprotein
AICDA,Single-stranded DNA cytosine deaminase
AIDA,"Axin interactor, dorsalization-associated protein"
AIF1,Allograft inflammatory factor 1
AIF1L,Allograft inflammatory factor 1-like
AIFM1,"Apoptosis-inducing factor 1, mitochondrial"
AIFM2,Ferroptosis suppressor protein 1
AIFM3,Apoptosis-inducing factor 3
AIG1,Androgen-induced gene 1 protein
AIM2,Interferon-inducible protein AIM2
AIMP1,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1
AIMP2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2
AIP,AH receptor-interacting protein
AIPL1,Aryl-hydrocarbon-interacting protein-like 1
AIRE,Autoimmune regulator
AIRIM,AFG2-interacting ribosome maturation factor
AJAP1,Adherens junction-associated protein 1
AJUBA,LIM domain-containing protein ajuba
AK1,Adenylate kinase isoenzyme 1
AK3,"GTP:AMP phosphotransferase AK3, mitochondrial"
AK4,"Adenylate kinase 4, mitochondrial"
AK4P3,"Adenylate kinase 4, mitochondrial"
AK5,Adenylate kinase isoenzyme 5
AK6,Adenylate kinase isoenzyme 6
AK7,Adenylate kinase 7
AK8,Adenylate kinase 8
AK9,Adenylate kinase 9
AKAIN1,A-kinase anchor protein inhibitor 1
AKAP1,"A-kinase anchor protein 1, mitochondrial"
AKAP10,"A-kinase anchor protein 10, mitochondrial"
AKAP11,A-kinase anchor protein 11
AKAP12,A-kinase anchor protein 12
AKAP13,A-kinase anchor protein 13
AKAP14,A-kinase anchor protein 14
AKAP17A,A-kinase anchor protein 17A
AKAP3,A-kinase anchor protein 3
AKAP4,A-kinase anchor protein 4
AKAP5,A-kinase anchor protein 5
AKAP6,A-kinase anchor protein 6
AKAP7,A-kinase anchor protein 7 isoform gamma
AKAP8,A-kinase anchor protein 8
AKAP8L,A-kinase anchor protein 8-like
AKAP9,A-kinase anchor protein 9
AKIP1,A-kinase-interacting protein 1
AKIRIN1,Akirin-1
AKIRIN2,Akirin-2
AKNA,Microtubule organization protein AKNA
AKR1A1,Aldo-keto reductase family 1 member A1
AKR1B1,Aldo-keto reductase family 1 member B1
AKR1B10,Aldo-keto reductase family 1 member B10
AKR1C1,Aldo-keto reductase family 1 member C1
AKR1C2,Aldo-keto reductase family 1 member C2
AKR1C3,Aldo-keto reductase family 1 member C3
AKR1C4,Aldo-keto reductase family 1 member C4
AKR1D1,Aldo-keto reductase family 1 member D1
AKR1E2,"1,5-anhydro-D-fructose reductase"
AKR7A2,Aflatoxin B1 aldehyde reductase member 2
AKR7A3,Aflatoxin B1 aldehyde reductase member 3
AKT1,RAC-alpha serine/threonine-protein kinase
AKT1S1,Proline-rich AKT1 substrate 1
AKT2,RAC-beta serine/threonine-protein kinase
AKT3,RAC-gamma serine/threonine-protein kinase
AKTIP,AKT-interacting protein
ALAD,Delta-aminolevulinic acid dehydratase
ALAS1,"5-aminolevulinate synthase, non-specific, mitochondrial"
ALAS2,"5-aminolevulinate synthase, erythroid-specific, mitochondrial"
ALB,Albumin
ALCAM,CD166 antigen
ALDH18A1,Delta-1-pyrroline-5-carboxylate synthase
ALDH1A1,Aldehyde dehydrogenase 1A1
ALDH1A2,Retinal dehydrogenase 2
ALDH1A3,Retinaldehyde dehydrogenase 3
ALDH1B1,"Aldehyde dehydrogenase X, mitochondrial"
ALDH1L1,Cytosolic 10-formyltetrahydrofolate dehydrogenase
ALDH1L2,Mitochondrial 10-formyltetrahydrofolate dehydrogenase
ALDH2,"Aldehyde dehydrogenase, mitochondrial"
ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring"
ALDH3A2,Aldehyde dehydrogenase family 3 member A2
ALDH3B1,Aldehyde dehydrogenase family 3 member B1
ALDH4A1,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"
ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial"
ALDH6A1,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial"
ALDH7A1,Alpha-aminoadipic semialdehyde dehydrogenase
ALDH8A1,2-aminomuconic semialdehyde dehydrogenase
ALDH9A1,4-trimethylaminobutyraldehyde dehydrogenase
ALDOA,Fructose-bisphosphate aldolase A
ALDOB,Fructose-bisphosphate aldolase B
ALDOC,Fructose-bisphosphate aldolase C
ALG1,Chitobiosyldiphosphodolichol beta-mannosyltransferase
ALG10B,"Putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase"
ALG12,"Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase"
ALG2,"Alpha-1,3/1,6-mannosyltransferase ALG2"
ALG6,"Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase"
ALK,ALK tyrosine kinase receptor
ALKAL1,ALK and LTK ligand 1
ALKAL2,ALK and LTK ligand 2
ALKBH1,Nucleic acid dioxygenase ALKBH1
ALKBH2,DNA oxidative demethylase ALKBH2
ALKBH3,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3
ALKBH4,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4
ALKBH5,RNA demethylase ALKBH5
ALKBH6,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6
ALKBH7,"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial"
ALKBH8,Alkylated DNA repair protein alkB homolog 8
ALMS1,Centrosome-associated protein ALMS1
ALOX12,Polyunsaturated fatty acid lipoxygenase ALOX12
ALOX12B,"Arachidonate 12-lipoxygenase, 12R-type"
ALOX15,Polyunsaturated fatty acid lipoxygenase ALOX15
ALOX15B,Polyunsaturated fatty acid lipoxygenase ALOX15B
ALOX5,Polyunsaturated fatty acid 5-lipoxygenase
ALOX5AP,Arachidonate 5-lipoxygenase-activating protein
ALOXE3,Hydroperoxide isomerase ALOXE3
ALPG,"Alkaline phosphatase, germ cell type"
ALPI,Intestinal-type alkaline phosphatase
ALPK1,Alpha-protein kinase 1
ALPL,"Alkaline phosphatase, tissue-nonspecific isozyme"
ALPP,"Alkaline phosphatase, placental type"
ALS2,Alsin
ALX1,ALX homeobox protein 1
ALX3,Homeobox protein aristaless-like 3
ALX4,Homeobox protein aristaless-like 4
ALYREF,THO complex subunit 4
AMACR,Alpha-methylacyl-CoA racemase
AMBP,Protein AMBP
AMBRA1,Activating molecule in BECN1-regulated autophagy protein 1
AMDHD2,N-acetylglucosamine-6-phosphate deacetylase
AMELX,"Amelogenin, X isoform"
AMELY,"Amelogenin, Y isoform"
AMER1,APC membrane recruitment protein 1
AMER2,APC membrane recruitment protein 2
AMFR,E3 ubiquitin-protein ligase AMFR
AMH,Muellerian-inhibiting factor
AMHR2,Anti-Muellerian hormone type-2 receptor
AMMECR1,Nuclear protein AMMECR1
AMN,Protein amnionless
AMOT,Angiomotin
AMOTL1,Angiomotin-like protein 1
AMPD1,AMP deaminase 1
AMPD2,AMP deaminase 2
AMPH,Amphiphysin
AMT,"Aminomethyltransferase, mitochondrial"
AMTN,Amelotin
AMY1A,Alpha-amylase 1A
AMY1B,Alpha-amylase 1B
AMY1C,Alpha-amylase 1C
AMY2A,Pancreatic alpha-amylase
ANAPC1,Anaphase-promoting complex subunit 1
ANAPC10,Anaphase-promoting complex subunit 10
ANAPC11,Anaphase-promoting complex subunit 11
ANAPC13,Anaphase-promoting complex subunit 13
ANAPC15,Anaphase-promoting complex subunit 15
ANAPC16,Anaphase-promoting complex subunit 16
ANAPC2,Anaphase-promoting complex subunit 2
ANAPC4,Anaphase-promoting complex subunit 4
ANAPC5,Anaphase-promoting complex subunit 5
ANAPC7,Anaphase-promoting complex subunit 7
ANG,Angiogenin
ANGEL1,Protein angel homolog 1
ANGEL2,Protein angel homolog 2
ANGPT1,Angiopoietin-1
ANGPT2,Angiopoietin-2
ANGPT4,Angiopoietin-4
ANGPTL1,Angiopoietin-related protein 1
ANGPTL3,Angiopoietin-related protein 3
ANGPTL4,Angiopoietin-related protein 4
ANGPTL7,Angiopoietin-related protein 7
ANGPTL8,Angiopoietin-like protein 8
ANK1,Ankyrin-1
ANK2,Ankyrin-2
ANK3,Ankyrin-3
ANKFY1,Rabankyrin-5
ANKH,Progressive ankylosis protein homolog
ANKK1,Ankyrin repeat and protein kinase domain-containing protein 1
ANKLE1,Ankyrin repeat and LEM domain-containing protein 1
ANKLE2,Ankyrin repeat and LEM domain-containing protein 2
ANKRA2,Ankyrin repeat family A protein 2
ANKRD1,Ankyrin repeat domain-containing protein 1
ANKRD10,Ankyrin repeat domain-containing protein 10
ANKRD11,Ankyrin repeat domain-containing protein 11
ANKRD12,Ankyrin repeat domain-containing protein 12
ANKRD13A,Ankyrin repeat domain-containing protein 13A
ANKRD13B,Ankyrin repeat domain-containing protein 13B
ANKRD13C,Ankyrin repeat domain-containing protein 13C
ANKRD13D,Ankyrin repeat domain-containing protein 13D
ANKRD17,Ankyrin repeat domain-containing protein 17
ANKRD2,Ankyrin repeat domain-containing protein 2
ANKRD20A1,Ankyrin repeat domain-containing protein 20A1
ANKRD23,Ankyrin repeat domain-containing protein 23
ANKRD26,Ankyrin repeat domain-containing protein 26
ANKRD27,Ankyrin repeat domain-containing protein 27
ANKRD37,Ankyrin repeat domain-containing protein 37
ANKRD45,Ankyrin repeat domain-containing protein 45
ANKRD49,Ankyrin repeat domain-containing protein 49
ANKRD53,Ankyrin repeat domain-containing protein 53
ANKRD6,Ankyrin repeat domain-containing protein 6
ANKRD61,Ankyrin repeat domain-containing protein 61
ANKRD7,Ankyrin repeat domain-containing protein 7
ANKRD9,Ankyrin repeat domain-containing protein 9
ANKS1A,Ankyrin repeat and SAM domain-containing protein 1A
ANKS1B,Ankyrin repeat and sterile alpha motif domain-containing protein 1B
ANKS4B,Ankyrin repeat and SAM domain-containing protein 4B
ANKZF1,tRNA endonuclease ANKZF1
ANLN,Anillin
ANO1,Anoctamin-1
ANO10,Anoctamin-10
ANO2,Anoctamin-2
ANO3,Anoctamin-3
ANO4,Anoctamin-4
ANO5,Anoctamin-5
ANO6,Anoctamin-6
ANO7,Anoctamin-7
ANO8,Anoctamin-8
ANO9,Anoctamin-9
ANP32A,Acidic leucine-rich nuclear phosphoprotein 32 family member A
ANP32B,Acidic leucine-rich nuclear phosphoprotein 32 family member B
ANP32E,Acidic leucine-rich nuclear phosphoprotein 32 family member E
ANPEP,Aminopeptidase N
ANTKMT,Adenine nucleotide translocase lysine N-methyltransferase
ANTXR1,Anthrax toxin receptor 1
ANXA1,Annexin A1
ANXA11,Annexin A11
ANXA13,Annexin A13
ANXA2,Annexin A2
ANXA3,Annexin A3
ANXA4,Annexin A4
ANXA5,Annexin A5
ANXA6,Annexin A6
ANXA7,Annexin A7
ANXA8,Annexin A8
ANXA9,Annexin A9
AOAH,Acyloxyacyl hydrolase
AOC1,Amiloride-sensitive amine oxidase [copper-containing]
AOC3,Membrane primary amine oxidase
AOX1,Aldehyde oxidase
AP1AR,AP-1 complex-associated regulatory protein
AP1B1,AP-1 complex subunit beta-1
AP1G1,AP-1 complex subunit gamma-1
AP1G2,AP-1 complex subunit gamma-like 2
AP1M1,AP-1 complex subunit mu-1
AP1M2,AP-1 complex subunit mu-2
AP1S1,AP-1 complex subunit sigma-1A
AP1S2,AP-1 complex subunit sigma-2
AP1S3,AP-1 complex subunit sigma-3
AP2A1,AP-2 complex subunit alpha-1
AP2A2,AP-2 complex subunit alpha-2
AP2B1,AP-2 complex subunit beta
AP2M1,AP-2 complex subunit mu
AP2S1,AP-2 complex subunit sigma
AP3D1,AP-3 complex subunit delta-1
AP3S1,AP-3 complex subunit sigma-1
AP3S2,AP-3 complex subunit sigma-2
AP4B1,AP-4 complex subunit beta-1
AP4E1,AP-4 complex subunit epsilon-1
AP4M1,AP-4 complex subunit mu-1
AP4S1,AP-4 complex subunit sigma-1
AP5B1,AP-5 complex subunit beta-1
